"","rhoT","mort","bTBprev","brucprev","finalN","bTB_inS","bTB_inB","bruc_inS","bruc_inTB"
"192",7.2,0.15,0.906732376183503,0.766474190369035,NA,0.608951177898136,0.997458973760113,0.0208821770109146,0.843166715362094
"193",7.28,0.15,0.906764542230155,0.766495820253023,NA,0.60896323469979,0.99748630248646,0.0206652992712796,0.843183699855626
"194",7.36,0.15,0.906796036481617,0.766517025992045,NA,0.608975027863758,0.997513049223964,0.02045288677299,0.843200350594949
"195",7.44,0.15,0.906826879808114,0.766537819987126,NA,0.608986565881743,0.997539232378189,0.020244802840486,0.84321667736692
"196",7.52,0.15,0.906857092223567,0.766558214160547,NA,0.608997856887093,0.997564869586393,0.0200409163259442,0.843232689578973
"197",7.6,0.15,0.906886692932598,0.766578219978413,NA,0.609008908687601,0.997589977757611,0.019841101329818,0.843248396274099
"198",7.68,0.15,0.906915700377791,0.766597848488825,NA,0.609019728782478,0.99761457310998,0.01964523694155,0.843263806160408
"199",7.76,0.15,0.90694413225549,0.76661711030686,NA,0.609030324344648,0.997638671204521,0.0194532069986675,0.84327892760845
"200",7.84,0.15,0.906972005544158,0.766636015628126,NA,0.609040702214185,0.997662286977418,0.019264899859421,0.843293768667012
"201",7.92,0.15,0.90699933661434,0.766654574339701,NA,0.609050869067649,0.997685434775818,0.0190802081633356,0.843308337113155
"202",8,0.15,0.907026141147096,0.766672795891467,NA,0.609060831210853,0.997708128379884,0.0188990286570625,0.843322640405134
"203",0,0.3,0.788415773698896,0.717736157475686,NA,0.54497714973939,0.884152794471698,0.392976969993274,0.804890579938933
"204",0.08,0.3,0.816224784973424,0.725511937710789,NA,0.558434192187137,0.913756523063862,0.340473942897059,0.812204282262173
"205",0.16,0.3,0.834202029992761,0.730742517380685,NA,0.567124536692266,0.93261236167585,0.297006124183417,0.816947790114188
"206",0.24,0.3,0.846389753188446,0.734454762762928,NA,0.573017685917654,0.945228584574503,0.26187788742943,0.820222165054776
"207",0.32,0.3,0.855047404237818,0.737215613221988,NA,0.577201320080328,0.954087103797209,0.233508780929117,0.82260691723873
"208",0.4,0.3,0.861455011897394,0.739349442564628,NA,0.580290782501883,0.960576765298082,0.210383262506552,0.824421340818969
"209",0.48,0.3,0.866364302200676,0.74105076548739,NA,0.582648743983528,0.965504509648312,0.191288031206816,0.825851035342727
"210",0.56,0.3,0.870235443468412,0.742441809325614,NA,0.584498434973524,0.969359584905844,0.17530769440464,0.827009620794357
"211",0.64,0.3,0.873361808355957,0.743602732910287,NA,0.585982988164832,0.972451202269414,0.161762901182585,0.827969994463863
"212",0.72,0.3,0.875937566910101,0.744588129878158,NA,0.587197617012327,0.974982404751319,0.150148630784679,0.828780900422781
"213",0.8,0.3,0.878095616592614,0.745436426441691,NA,0.588207749833441,0.977091169634833,0.1400858292708,0.829476125420904
"214",0.88,0.3,0.879929657214085,0.746175452242434,NA,0.589059645961852,0.978874146530184,0.131286318512091,0.830079828526427
"215",0.96,0.3,0.881507499133671,0.746825867598739,NA,0.589786837155571,0.980400867325771,0.12352797988563,0.830609755509405
"216",1.04,0.3,0.882879355064949,0.747403344281407,NA,0.590414166439493,0.981722542115344,0.116637277360706,0.831079248737756
"217",1.12,0.3,0.884083165166054,0.747919995883741,NA,0.590960397053307,0.982877673935836,0.110476878166792,0.831498545395598
"218",1.2,0.3,0.885148112386575,0.748385341847517,NA,0.591439943586962,0.983895744597902,0.104936792374409,0.831875640764667
"219",1.28,0.3,0.886097001709942,0.748806973179584,NA,0.591864048721075,0.984799696394727,0.0999279518971961,0.83221687741011
"220",1.36,0.3,0.886947907146268,0.74919102229775,NA,0.592241600674282,0.985607641778364,0.0953774963130791,0.832527356769144
"221",1.44,0.3,0.887715335265765,0.74954250118015,NA,0.592579712274728,0.986334065798841,0.0912252668371433,0.832811232732302
"222",1.52,0.3,0.888411062452249,0.749865549060375,NA,0.592884138481056,0.986990687770466,0.0874211662219913,0.833071925015856
"223",1.6,0.3,0.889044747498148,0.750163616770205,NA,0.593159582274342,0.98758708929971,0.0839231471752043,0.833312276878587
