"","rhoB","mort","EE_bTB_single","EE_bTB_co","EE_brucellosis_single","EE_brucellosis_co"
"4298",4.4,6.3,0.658551113771642,0.247100751628607,0.210718552610404,0.43948521004943
"4299",4.48,6.3,0.658551113771642,0.245681887863021,0.210718552610404,0.44039476823996
"4300",4.56,6.3,0.658551113771642,0.244313711474987,0.210718552610404,0.441265598370765
"4301",4.64,6.3,0.658551113771642,0.24299348622816,0.210718552610404,0.442100029766909
"4302",4.72,6.3,0.658551113771642,0.241718669872635,0.210718552610404,0.442900213009658
"4303",4.8,6.3,0.658551113771642,0.240486897272482,0.210718552610404,0.443668136023784
"4304",4.88,6.3,0.658551113771642,0.239295965227707,0.210718552610404,0.444405640344775
"4305",4.96,6.3,0.658551113771642,0.238143819016039,0.210718552610404,0.445114431308363
"4306",5.04,6.3,0.658551113771642,0.237028539826837,0.210718552610404,0.445796094396986
"4307",5.12,6.3,0.658551113771642,0.235948334172971,0.210718552610404,0.446452100264638
"4308",5.2,6.3,0.658551113771642,0.234901523302706,0.210718552610404,0.447083819973249
"4309",5.28,6.3,0.658551113771642,0.233886534539489,0.210718552610404,0.447692529712717
"4310",5.36,6.3,0.658551113771642,0.232901893030437,0.210718552610404,0.448279419500392
"4311",5.44,6.3,0.658551113771642,0.231946214165813,0.210718552610404,0.448845600618007
"4312",5.52,6.3,0.658551113771642,0.231018196839051,0.210718552610404,0.449392111691929
"4313",5.6,6.3,0.658551113771642,0.230116617059499,0.210718552610404,0.449919925193988
"4314",5.68,6.3,0.658551113771642,0.229240322819662,0.210718552610404,0.450429950590813
"4315",5.76,6.3,0.658551113771642,0.228388228421272,0.210718552610404,0.450923041202306
"4316",5.84,6.3,0.658551113771642,0.227559309785122,0.210718552610404,0.451399998132529
"4317",5.92,6.3,0.658551113771642,0.226752600577364,0.210718552610404,0.451861572862707
"4318",6,6.3,0.658551113771642,0.225967187719994,0.210718552610404,0.452308472433436
"4319",6.08,6.3,0.658551113771642,0.225202207984743,0.210718552610404,0.452741361955987
"4320",6.16,6.3,0.658551113771642,0.224456844709262,0.210718552610404,0.453160867544904
"4321",6.24,6.3,0.658551113771642,0.223730324619035,0.210718552610404,0.453567579316241
"4322",6.32,6.3,0.658551113771642,0.223021914602753,0.210718552610404,0.453962054335544
"4323",6.4,6.3,0.658551113771642,0.222330920125772,0.210718552610404,0.454344817553797
"4324",6.48,6.3,0.658551113771642,0.221656681700143,0.210718552610404,0.454716365447181
"4325",6.56,6.3,0.658551113771642,0.220998573088483,0.210718552610404,0.455077167262153
"4326",6.64,6.3,0.658551113771642,0.220355999509188,0.210718552610404,0.455427666740831
"4327",6.72,6.3,0.658551113771642,0.219728395227181,0.210718552610404,0.455768284103518
"4328",6.8,6.3,0.658551113771642,0.219115221978621,0.210718552610404,0.456099417395116
"4329",6.88,6.3,0.658551113771642,0.218515967594991,0.210718552610404,0.456421443947357
"4330",6.96,6.3,0.658551113771642,0.217930143669588,0.210718552610404,0.456734721636754
"4331",7.04,6.3,0.658551113771642,0.217357285301577,0.210718552610404,0.457039590248267
"4332",7.12,6.3,0.658551113771642,0.216796948779425,0.210718552610404,0.45733637246198
"4333",7.2,6.3,0.658551113771642,0.216248710650905,0.210718552610404,0.457625374877349
"4334",7.28,6.3,0.658551113771642,0.215712166815041,0.210718552610404,0.457906889157319
"4335",7.36,6.3,0.658551113771642,0.215186931309304,0.210718552610404,0.458181192912517
"4336",7.44,6.3,0.658551113771642,0.214672634540995,0.210718552610404,0.458448549795654
"4337",7.52,6.3,0.658551113771642,0.214168924257071,0.210718552610404,0.458709212032983
"4338",7.6,6.3,0.658551113771642,0.213675462557324,0.210718552610404,0.458963419209541
"4339",7.68,6.3,0.658551113771642,0.213191925914053,0.210718552610404,0.459211399600655
"4340",7.76,6.3,0.658551113771642,0.212718005295634,0.210718552610404,0.459453371980162
"4341",7.84,6.3,0.658551113771642,0.212253404005706,0.210718552610404,0.459689544489733
"4342",7.92,6.3,0.658551113771642,0.211797837670054,0.210718552610404,0.459920115932483
